uid,user_name,rating,date,text,option_name,help_count,perfume,moisture
19758242,장*철 ,,2017.02.24,,[피지오겔] DMT 크림  150ml,0,적당히 만족해요,중간 정도에요
19758173,최*미 ,,2017.02.24,"
                    
                        딸랑구가 쓰는데 좋다고하네용
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19753310,오*빈 ,,2017.02.24,"
                    
                        좋아요 촉촉
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,예상만큼 좋아요
19751330,쿠O쿠O ,,2017.02.24,"
                    
                        신생아때부터 초등학생되는 지금까지 늘 쓰는 제품입니다
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,아주 만족해요,
19750470,김*희 ,,2017.02.24,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,아주 만족해요,
19744637,이*영 ,,2017.02.24,"
                    
                        빠루배송말할것도없고피지오겔겨울철민감거조한피부에딱입니다
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,아주 만족해요,
19740098,방*호 ,,2017.02.24,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,
19739235,유*은 ,,2017.02.23,"
                    
                        애기 얼굴에 바르고 있어요. 양도 많고. 올리브영보다 저렴하고 배송도 로켓이라 좋아요. 애기 얼굴 트러블없이 잘 맞아요. 가끔 엄마도 쓰는데 귯!
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19737675,권*희 ,,2017.02.23,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19736439,문*현 ,,2017.02.23,"
                    
                        꾸준히쓰고있는제품
믿고쓰는제품
유수분비율 너무좋음 ㅎㅎ
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,예상만큼 좋아요
19731761,김*진 ,,2017.02.23,"
                    
                        피지오겔 너무 좋아요
저렴하게 구매했네요 굿
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19728297,오*늬 ,,2017.02.23,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,아주 만족해요,
19727477,서*숙 ,,2017.02.23,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,,
19722198,장*현 ,,2017.02.23,"
                    
                        극건성이라 아침점심저녁으로 발라요.
겨울에 이만한 게 없는듯
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19719588,배*숙 ,,2017.02.23,"
                    
                        촉촉한게  아침까지  유지  파라벤도 없고  좋아요
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19719515,유*진 ,,2017.02.23,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
19718781,김*향 ,,2017.02.23,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19716774,안*철 ,,2017.02.23,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19716667,남*수 ,,2017.02.23,"
                    
                        상품은 말할것도없고 배송이빨라서좋아요ㅎ
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,예상만큼 좋아요
19714967,이*희 ,,2017.02.23,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19707775,이*웅 ,,2017.02.23,"
                    
                        아주 빠르게 배송되고   품질좋은제풍받아서  너무좋네요^~~
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19705900,김*진 ,,2017.02.23,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19703211,이*미 ,,2017.02.23,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19691967,송*영 ,,2017.02.23,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19691321,손*진 ,,2017.02.23,"
                    
                        써보고 마음에 들어서 시부모님, 친정엄마께도 사드려요. 다들 만족해하시니 뿌듯합니다.
                    
                ","피지오겔 2016 NEW 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,중간 정도에요
19687708,김*연 ,,2017.02.23,"
                    
                        우리 아이들과 저랑 항상 쓰는 제품이에요.
로션보다 크림이 보습력은 짱이죠~!!
저녁에 바르면 아침에 촉촉.. 세수하기 싫어지는 그런 느낌~

많이 파세요.
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19687091,손*진 ,,2017.02.23,"
                    
                        4년 넘게 쓰고 있는데요.
민감성 피부라 아무 화장품이나 쓸 수가 없어 고르고 골라 이 크림에 정착했어요.
향도 없고, 성분도 좋고 끈적이지 않아 좋구요.
여름엔 조금만 짜서 바르고 겨울엔 가벼운 느낌이라 아이크림이나 세럼과 같이 써요.
앞으로도 쭉 함께할 평생템입니다.

겨울철 건조한 피부엔 좀 가벼운 것 같아 별 하나 뺐어요.
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",1,아주 만족해요,중간 정도에요
19680880,강*지 ,,2017.02.23,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19676444,조*정 ,,2017.02.23,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
19674466,서*태 ,,2017.02.22,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19668077,이*혜 ,,2017.02.22,"
                    
                        엄마가 이거 한개만 발라도 괜찮다고 추천 받았는데 리뷰도 좋아서 혹한 마음에 삿어요 근데 거의다 리뷰가 좋아서 약간의 의심도 들었지만 직접 써보고 ..왜 리뷰가 좋은지 알게됬음 .. 정말 좋아요 수분감이 오래도록 지속되고 제 피부가 굉장히 잘 건조해지는데 각질을 제거 하고 써서 그런건진 몰라도 이걸 쓴뒤로 피부가 되게 촉촉하게 잘 남아있더라구요 정말 감탄사연발... 학생이 쓰기에 딱인것같아요 !
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19666481,강*예 ,,2017.02.22,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19665008,이*진 ,,2017.02.22,"
                    
                        배송이 너무 빨라 놀랬고 제품도 좋아요
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19658022,김*희 ,,2017.02.22,"
                    
                        새제품이라면 보통 밀봉 되어있지않나요?
꼭 누가 개봉이라도 한듯이 
그리고 제품을 바르는데 냄새가 이상한것같아요
전에썼던 제품에서는 이런 냄새가 안났던거같은데
찜찜하네요
아기에게 발라주려고 샀는데 
이제와서 반품도 안될테고
쿠팡에 대한 신뢰도도 떨어지고
앞으로 주문할때는 신중하게 골라야겠어요.
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,만족스럽지 않아요,
19653699,김*재 ,,2017.02.22,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19653159,지지베베 ,,2017.02.22,"
                    
                        AI  상품보다는 보습력이 떨어집니다.
극 건성이나 버즘등 트러블에는 살짝 미흡한것 같습니다.
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,중간 정도에요
19642083,허*진 ,,2017.02.22,"
                    
                        건조한얼굴에 사용하니 촉촉해서 좋네요~
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19637276,이*정 ,,2017.02.22,"
                    
                        최고의 로션
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19635667,서* ,,2017.02.22,"
                    
                        코스트*보다 저렴. 배송도 아주 빠르네요. 잘 쓰겠습니다.
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",1,아주 만족해요,
19627345,이*은 ,,2017.02.22,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19623534,박*광 ,,2017.02.22,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19623378,이*애 ,,2017.02.22,,"피지오겔 DMT 크림
  150ml",0,,
19615755,강*원 ,,2017.02.22,"
                    
                        건성인데 계속 두드려야하긴하지만 흡수되면 촉촉한게 엄청 오래가서 좋아요. 사람마다 다르다고해서 걱정했는데 저한텐 잘맞습니다.
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19610627,김*영 ,,2017.02.22,"
                    
                        빠른 배송과 촉촉함 다 맘에 듭니다
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19605635,정*한 ,,2017.02.21,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19603705,한*지 ,,2017.02.21,"
                    
                        매일 사용하는 제품인데 오프라인에서보다 훨씬 저렴해서 자주 이용 합니당 !! 배송도 짱이구용!!
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,적당히 만족해요,예상만큼 좋아요
19597724,조이joy ,,2017.02.21,"
                    
                        항상쓰는 크림
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,,
19595279,권*인 ,,2017.02.21,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19590920,오*희 ,,2017.02.21,,"피지오겔 2016 NEW 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19590855,포도딸기 ,,2017.02.21,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19588488,유*애 ,,2017.02.21,"
                    
                        당진에서 시켰고
배송 빨랐고
다만 볼일보느라 집에사람도없고 통화도 안되는 상황..
택배 기사님이 그냥 현관앞에 물품두고감..
문자라도 남겨주시지..ㅡㅡㅋ
물건 사라지면 어쩌나..

아 그리고 이거 ..
새물품은 입구가 캐첩처럼 은박같은거로 막혀있구
그거 떼어내고 사용ㅎㅏ는거 아닌가?
그냥.. 바로 구멍뚫려있네여?
꼭 정품이 아니거나 누가쓴 느낌이 들어 좀 찝찝함...
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19579276,김*형 ,,2017.02.21,"
                    
                        보습을 위해 샀는데 유분이 많지는
않아요
흡수가 빨라 산뜻한 편이에요
                    
                ",피지오겔 데일리 모이스쳐 테라피 페이셜 크림 150ml 1개,1,,
19577356,한*이 ,,2017.02.21,"
                    
                        겨울철 아기 보습땜에 샀어요
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19558598,오*환 ,,2017.02.21,"
                    
                        제품의 포장이 밀봉이 안돼잇네요  뚜껑을 따면 은박 스티커로 밀봉이 돼있어야 하는데 
그 밀봉이 없음 ㅋㅋㅋ
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,만족스럽지 않아요,예상보다 떨어져요
19557980,이*수 ,,2017.02.21,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19554690,배*태 ,,2017.02.21,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
19553834,정*연 ,,2017.02.21,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19553515,김*주 ,,2017.02.21,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
19552917,송*숙 ,,2017.02.21,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19552402,배*은 ,,2017.02.21,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,예상만큼 좋아요
19548962,허*철 ,,2017.02.21,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,아주 만족해요,
19545001,고*남 ,,2017.02.20,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19528835,진*현 ,,2017.02.20,"
                    
                        항상쓰고 있습니다 좋아요 ^^
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19526788,민*근 ,,2017.02.20,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19524988,박*윤 ,,2017.02.20,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19522800,김*진 ,,2017.02.20,"
                    
                        수분크림 중에선 최고입니다. 제가 피부과에서 수분이 부족하다는 진단받고 화장품 선택 고민하다가 광고 보고 쓰게 됐는데 정말 좋습니다. 가을 겨울 되면 얼굴 당김이 늘 생겨서 고민이었는데 이 제품 사용하고 나서 부터는 얼굴 당김 완전 없어졌어요. 대신 저녁에 세안 후 듬뿍 바르고 잘 스며들도록 두드려 준답니다.
                    
                ",피지오겔 데일리 모이스쳐 테라피 페이셜 크림 150ml 1개,0,,
19521880,조*길 ,,2017.02.20,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,,
19520122,김*옥 ,,2017.02.20,"
                    
                        만4세 아이와 함께 잘 사용하고 있어요~
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19516564,문*아 ,,2017.02.20,"
                    
                        와 진짜 피지오겔
갑입니다용 우리아들 침독에 얼굴 엄청 터서 좋다는거 다발라바도 안듣더니.....이건뭐 너무좋아요 오자마자 한번 발라줫는데
거짓말처럼 울긋불긋한거 없어짐..
지금 계속 여러번 발라주니 거칠거칠햇던 피부가
다시 전처럼 부드러워지고 잇어요...
너무좋아요 다쓰고 또살꺼예요!!!!
넘 좋아요!!!
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,아주 만족해요,예상만큼 좋아요
19516479,김*일 ,,2017.02.20,,피지오겔 데일리 모이스쳐 테라피 페이셜 크림 150ml 1개,0,,
19515272,류*연 ,,2017.02.20,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19512761,이*영 ,,2017.02.20,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19511888,정*은 ,,2017.02.20,,"피지오겔  크림 피지오겔 크림, 75ml",0,,
19509782,우*옥 ,,2017.02.20,"
                    
                        큰아들이 아토피가심해요
보습잘되는 제품머러가지써밧는데
그나마 이게 진맞는것같아요
아들도 피지오겔 로션크림만찾아요~~
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19506509,김*욱 ,,2017.02.20,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19505480,김*영 ,,2017.02.20,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19501134,진*영 ,,2017.02.20,"
                    
                        보습력 좋고 끈적임 없어요
그냥 피지오겔에서 나는 특이한 향도 안느껴져서 더욱 좋습니다
로켓배송이 저렴해서 두개씩 사서 아기에게 아낌없이 발라주고 있어요
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19498459,장*욱 ,,2017.02.20,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19494397,김*라 ,,2017.02.20,"
                    
                        배송 가격 넘 좋아요^^~~
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,,
19494215,김*라 ,,2017.02.20,"
                    
                        빠른 배송 착한 가격 계속 이용 할것 같아요^^
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19493524,NR1 ,,2017.02.20,,피지오겔 데일리 모이스쳐 테라피 페이셜 크림 150ml 1개,0,,
19493392,김*화 ,,2017.02.20,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
19492233,엘사엄마 ,,2017.02.20,"
                    
                        온가족 크림입니다. 피부.손톱주변 뜬 부위에 도톰이 바르고 자면 조아요.
신랑도 요샌 따로 로션안쓰고 함께 씁니다.
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,예상만큼 좋아요
19487628,손*자 ,,2017.02.20,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,,
19486722,이*선 ,,2017.02.20,"
                    
                        배송도 빠르고 피지오겔은 역시 믿고 쓰는 제품이네요
벌써 3번째 구매해서 쓰고있어요
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19486533,박*은 ,,2017.02.20,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19483278,이*혜 ,,2017.02.19,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19482589,황*경 ,,2017.02.19,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19474236,이*하 ,,2017.02.19,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,적당히 만족해요,예상만큼 좋아요
19471230,하람맘 ,,2017.02.19,"
                    
                        9갤아기 궁디에 자꾸뭐가낫는데 꾸준히 발라주니 들어갔네요 ㅎ
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,예상만큼 좋아요
19466510,예나 ,,2017.02.19,"
                    
                        언제나좋네요비슷한게많으니잘구매해야하죠
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19465317,김*선 ,,2017.02.19,"
                    
                        로션이 촉촉하니 좋아요 배송도빠르고요^^
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19464205,김*연 ,,2017.02.19,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19456051,박*식 ,,2017.02.19,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
19449228,김*나 ,,2017.02.19,,[피지오겔] DMT 크림  150ml,0,아주 만족해요,
19449105,김*나 ,,2017.02.19,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,,
19447234,고*운 ,,2017.02.19,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,
19444729,박*선 ,,2017.02.19,,피지오겔 데일리 모이스쳐 테라피 페이셜 크림 150ml 1개,0,적당히 만족해요,예상만큼 좋아요
19442337,이*향 ,,2017.02.19,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19440507,김*숙 ,,2017.02.19,"
                    
                        아기 겨울철 보습 위해서 구매했는데 좋으네요
흡수도 잘되서 잔여감 없이 촉촉해요
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19438890,문*영 ,,2017.02.19,,[피지오겔] DMT 크림  150ml,0,,
19438773,박*진 ,,2017.02.19,"
                    
                        아기한테 발라줄려고 샀어요~
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19432923,김*신 ,,2017.02.19,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19426673,김*남 ,,2017.02.18,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19413208,김*경 ,,2017.02.18,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
19410786,서*정 ,,2017.02.18,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,,
19410682,서*정 ,,2017.02.18,,"피지오겔 2016 NEW 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19410637,서*정 ,,2017.02.18,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19401598,이*화 ,,2017.02.18,"
                    
                        겨울이 되어 건조해져 그런가 3살 딸아이 얼굴이 아포피난것처럼 붉어져서 구매했어요.지금은 많이 좋아져서 계속 사용하려구요.
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19397858,최*욱 ,,2017.02.18,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19397613,김*미 ,,2017.02.18,"
                    
                        아이 얼굴이 붉어지고 하얗게 각질일어나서 구매했어요
좋아지고 있어,만족해요
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19389716,박*주 ,,2017.02.18,,[피지오겔] DMT 크림  150ml,0,,
19389301,박*주 ,,2017.02.18,"
                    
                        보습이 좋아 사춘기 아들도 쓰고 있어요
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19387419,고*리 ,,2017.02.18,"
                    
                        저도쓰고 급할땐 아기도써요
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
19384705,안*정 ,,2017.02.18,"
                    
                        항상 겨울되면 꼭 생각나서 구입하게 되는 것 같습니다
여름엔 수분위주! 겨울엔 보습위주로 꼭 바르려고 하는데요
보습에 좋은 수분크림은 피지오겔이 최곤거 같아요
다른 거 쓰면 첨엔 몰라도 쓰다보면 항상 보습면에서 부족해져서
피지오겔로 돌아오는 것 같네요

올리브영에선 75ml가 2만원돈이던데 ㅠㅠㅠㅠㅠ
쿠팡에서 덕분에 저렴하게 구입하네요!! 
하나는 남자친구 선물로 줬는데 피지오겔이 향이 없는 제품이라 그런지
부담없이 잘 쓰더라구요 ㅎㅎ 너무 만족합니다
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,아주 만족해요,예상만큼 좋아요
19382937,홍*혜 ,,2017.02.18,,"피지오겔  크림, 150ml, 1개",0,,
19381727,노*영 ,,2017.02.18,"
                    
                        매우 촉촉한데 끈적거리지않고 좋네요!!
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
19375853,권*진 ,,2017.02.17,"
                    
                        아들 신생아 때부터 쓰던거에요~~
다른거 쓰다가 돌고돌아 다시 피지오겔 쓰네요~
습진 생겨서 피부과 갔을때도 
선생님이 추천해주신 크림 이에요~
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19366598,오*진 ,,2017.02.17,"
                    
                        언제나 밑고쓰는 피지오겔 항상 만족합니다
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19360989,권*제 ,,2017.02.17,"
                    
                        지금5갤21일 태열이 있어 얼굴에  좁살처럼 거칠에 난게  없어졌어요~~~
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19358010,유*애 ,,2017.02.17,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19357825,서*나 ,,2017.02.17,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,중간 정도에요
19348913,양*림 ,,2017.02.17,"
                    
                        대용량으로 나왔으면 좋을듯
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19347527,정*희 ,,2017.02.17,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19339538,채*정 ,,2017.02.17,"
                    
                        다른 곳에서 더 싸게 파는데 이미 구매해버려서 아쉽네요..
그래도 배송 빨라서 좋았어요!!
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19338079,윤*아 ,,2017.02.17,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19332680,정*움 ,,2017.02.17,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19329504,육*정 ,,2017.02.17,"
                    
                        항상쓰는상품
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
19327150,권*윤 ,,2017.02.17,"
                    
                        건성이에요 촉촉하고 좋아요 피지오겔은 워낙 유명하니까 한번 사봤는데 화장도 잘먹고 좋네요!
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,
19322137,유*선 ,,2017.02.17,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19318680,이*정 ,,2017.02.17,"
                    
                        발림성도 좋고 산뜻합니다.
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19310017,박*주 ,,2017.02.16,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19304713,이*주 ,,2017.02.16,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19300221,박*주 ,,2017.02.16,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
19299998,서*현 ,,2017.02.16,"
                    
                        좋아요 올리브*보다 싸게 샀어요
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19299553,박*영 ,,2017.02.16,,"피지오겔 2016 NEW 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19285921,신*아 ,,2017.02.16,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
19285642,이*한 ,,2017.02.16,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19285165,이*별 ,,2017.02.16,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19282645,김*경 ,,2017.02.16,"
                    
                        좋은것같아요~
어린아이들도 쓰는제품이니까 믿고써요^^
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,예상만큼 좋아요
19278516,이*예 ,,2017.02.16,"
                    
                        코코넛오일, 시어버터에 민감한 분들은 좁쌀 올라옵니다
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19277950,유*안 ,,2017.02.16,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19275556,조*영 ,,2017.02.16,"
                    
                        엄청 빠른 배송 가겨고 저렴하게 잘 삿어용
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
19274798,김*숙 ,,2017.02.16,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
19271682,임*희 ,,2017.02.16,"
                    
                        아이들 겨울에는 항상 사용하는 제품
항상 만족하는 제품
좋아요~~
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,적당히 만족해요,예상만큼 좋아요
19266066,김*심 ,,2017.02.16,"
                    
                        쓰던거라 주문해요.

좋아요. 세수하고 이것만 바르는데요.

쫀득하고 촉촉해요.

화장품 많이바르면 피지과다분비되고 뭐가나기도해서 오로지 피지오겔 딱하나만 발라요. 그래도 피부 주름생기거나 그런거없어요.
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
